customer_id,credit_score,credit_history_years,number_of_defaults,last_default_year
C03324,710,9,0,
C03325,783,19,0,
C03326,779,24,0,
C03327,672,6,2,2018.0
C03328,676,15,1,2023.0
C03329,786,11,0,
C03330,722,15,1,2024.0
C03331,672,7,2,2019.0
C03332,729,7,1,2017.0
C03333,768,14,0,
C03334,730,25,0,
C03335,670,24,2,2021.0
C03336,788,4,0,
C03337,387,12,2,2015.0
C03338,798,7,0,
C03339,744,3,1,2018.0
C03340,715,14,1,2024.0
C03341,695,18,1,2022.0
C03342,746,9,0,
C03343,789,11,0,
C03344,696,10,2,2022.0
C03345,702,2,0,
C03346,718,21,0,
C03347,751,9,0,
C03348,739,17,0,
C03349,602,19,4,2023.0
C03350,381,2,3,2017.0
C03351,668,13,2,2019.0
C03352,475,22,2,2015.0
C03353,759,12,1,2020.0
C03354,700,6,0,
C03355,694,10,1,2023.0
C03356,723,3,0,
C03357,762,7,1,2015.0
C03358,729,21,0,
C03359,698,25,1,2019.0
C03360,776,15,0,
C03361,789,22,1,2022.0
C03362,590,12,2,2022.0
C03363,795,16,1,2019.0
C03364,764,9,1,2021.0
C03365,733,8,0,
C03366,745,6,1,2022.0
C03367,485,5,2,2016.0
C03368,800,15,1,2015.0
C03369,466,12,4,2024.0
C03370,711,24,0,
C03371,339,17,5,2015.0
C03372,754,19,1,2023.0
C03373,763,8,0,
C03374,796,7,1,2023.0
C03375,702,20,0,
C03376,767,25,0,
C03377,719,24,1,2024.0
C03378,671,22,1,2021.0
C03379,704,4,0,
C03380,690,21,2,2016.0
C03381,739,20,0,
C03382,671,12,2,2021.0
C03383,726,20,0,
C03384,679,12,2,2016.0
C03385,366,9,5,2024.0
C03386,692,16,2,2017.0
C03387,750,5,0,
C03388,707,22,0,
C03389,753,25,0,
C03390,653,19,1,2020.0
C03391,719,9,1,2022.0
C03392,794,10,0,
C03393,666,18,1,2021.0
C03394,785,1,0,
C03395,604,22,3,2015.0
C03396,756,15,1,2018.0
C03397,723,24,0,
C03398,421,14,2,2024.0
C03399,745,2,0,
C03400,788,2,1,2020.0
C03401,744,12,0,
C03402,737,25,0,
C03403,726,7,1,2022.0
C03404,654,18,2,2015.0
C03405,763,8,1,2015.0
C03406,684,9,2,2016.0
C03407,702,2,1,2016.0
C03408,793,22,1,2024.0
C03409,769,5,1,2021.0
C03410,794,16,1,2021.0
C03411,667,9,1,2019.0
C03412,776,1,1,2022.0
C03413,677,10,2,2018.0
C03414,732,9,0,
C03415,666,13,1,2016.0
C03416,707,16,0,
C03417,697,3,2,2020.0
C03418,732,22,1,2016.0
C03419,493,9,5,2016.0
C03420,529,23,4,2017.0
C03421,790,24,0,
C03422,781,16,0,
C03423,534,17,5,2020.0
C03424,744,12,0,
C03425,717,25,1,2015.0
C03426,480,3,3,2021.0
C03427,404,6,2,2020.0
C03428,740,3,1,2018.0
C03429,794,15,1,2024.0
C03430,744,12,1,2020.0
C03431,699,13,2,2016.0
C03432,703,5,0,
C03433,675,11,2,2016.0
C03434,668,20,1,2023.0
C03435,685,19,1,2022.0
C03436,791,8,0,
C03437,777,14,0,
C03438,776,21,1,2019.0
C03439,749,2,0,
C03440,742,17,1,2019.0
C03441,589,25,5,2023.0
C03442,709,7,0,
C03443,716,9,1,2016.0
C03444,681,18,1,2023.0
C03445,757,15,1,2024.0
C03446,716,20,0,
C03447,790,20,0,
C03448,792,18,0,
C03449,777,14,0,
C03450,798,11,0,
C03451,795,22,0,
C03452,754,9,1,2019.0
C03453,800,8,0,
C03454,775,6,1,2018.0
C03455,704,11,0,
C03456,730,5,1,2016.0
C03457,732,17,0,
C03458,338,10,5,2024.0
C03459,762,23,0,
C03460,554,21,5,2017.0
C03461,747,21,1,2016.0
C03462,682,6,2,2016.0
C03463,703,22,0,
C03464,795,13,1,2024.0
C03465,595,20,5,2018.0
C03466,696,8,2,2024.0
C03467,733,24,0,
C03468,795,18,0,
C03469,776,25,0,
C03470,766,16,0,
C03471,714,22,1,2018.0
C03472,708,10,0,
C03473,683,19,2,2020.0
C03474,690,16,2,2022.0
C03475,782,12,0,
C03476,749,20,0,
C03477,581,24,2,2018.0
C03478,739,4,0,
C03479,726,16,1,2024.0
C03480,734,17,0,
C03481,654,25,2,2023.0
C03482,683,12,1,2018.0
C03483,783,2,0,
C03484,685,17,2,2019.0
C03485,749,14,0,
C03486,663,3,2,2024.0
C03487,656,18,1,2021.0
C03488,756,7,1,2018.0
C03489,740,20,0,
C03490,713,24,0,
C03491,668,15,2,2019.0
C03492,424,19,5,2017.0
C03493,351,20,3,2022.0
C03494,784,21,0,
C03495,779,10,0,
C03496,666,7,2,2024.0
C03497,659,20,2,2019.0
C03498,376,16,4,2018.0
C03499,790,20,1,2024.0
C03500,687,1,2,2018.0
C03501,672,4,1,2020.0
C03502,685,5,1,2024.0
C03503,715,23,0,
C03504,772,8,0,
C03505,733,3,1,2019.0
C03506,712,16,0,
C03507,778,8,0,
C03508,702,15,1,2021.0
C03509,744,10,0,
C03510,778,2,0,
C03511,684,6,2,2020.0
C03512,707,18,0,
C03513,788,11,0,
C03514,781,4,0,
C03515,410,13,2,2021.0
C03516,697,11,2,2018.0
C03517,781,7,0,
C03518,736,22,0,
C03519,668,24,1,2023.0
C03520,378,5,5,2022.0
C03521,681,13,1,2020.0
C03522,758,1,1,2017.0
C03523,673,23,1,2021.0
C03524,742,17,1,2023.0
C03525,725,3,0,
C03526,654,8,2,2016.0
C03527,586,18,2,2017.0
C03528,707,12,0,
C03529,373,3,5,2017.0
C03530,693,21,2,2016.0
C03531,708,22,0,
C03532,716,20,0,
C03533,451,25,4,2022.0
C03534,795,12,0,
C03535,678,8,1,2021.0
C03536,745,14,1,2016.0
C03537,543,4,4,2019.0
C03538,710,14,1,2021.0
C03539,634,2,4,2019.0
C03540,723,1,0,
C03541,664,7,2,2016.0
C03542,752,8,0,
C03543,661,14,1,2019.0
C03544,785,16,0,
C03545,350,24,2,2020.0
C03546,730,6,1,2016.0
C03547,597,9,3,2016.0
C03548,778,22,1,2024.0
C03549,700,23,0,
C03550,622,5,5,2018.0
C03551,707,16,1,2024.0
C03552,730,3,1,2017.0
C03553,752,1,1,2016.0
C03554,745,19,1,2019.0
C03555,778,21,0,
C03556,724,25,1,2016.0
C03557,746,12,0,
C03558,771,23,0,
C03559,711,10,1,2018.0
C03560,768,13,1,2015.0
C03561,679,20,2,2024.0
C03562,708,5,1,2023.0
C03563,704,22,1,2023.0
C03564,547,9,4,2020.0
C03565,497,17,2,2017.0
C03566,749,18,0,
C03567,727,14,0,
C03568,772,7,1,2018.0
C03569,736,11,0,
C03570,306,19,2,2022.0
C03571,419,5,4,2024.0
C03572,339,19,5,2022.0
C03573,748,18,1,2021.0
C03574,742,24,0,
C03575,674,21,1,2022.0
C03576,721,3,1,2021.0
C03577,678,23,2,2019.0
C03578,691,25,1,2015.0
C03579,747,3,1,2021.0
C03580,693,22,1,2016.0
C03581,741,21,0,
C03582,773,11,0,
C03583,743,22,1,2023.0
C03584,788,14,0,
C03585,676,16,2,2022.0
C03586,698,17,2,2020.0
C03587,586,19,3,2019.0
C03588,663,1,2,2020.0
C03589,727,25,0,
C03590,756,10,0,
C03591,760,19,1,2021.0
C03592,423,6,4,2020.0
C03593,697,8,2,2021.0
C03594,692,21,2,2019.0
C03595,315,23,2,2018.0
C03596,759,1,0,
C03597,736,5,1,2016.0
C03598,714,17,1,2019.0
C03599,734,2,1,2015.0
C03600,698,24,2,2019.0
C03601,555,14,2,2016.0
C03602,347,12,2,2022.0
C03603,693,24,1,2016.0
C03604,663,17,1,2015.0
C03605,463,21,2,2023.0
C03606,570,13,5,2022.0
C03607,724,12,1,2022.0
C03608,667,24,2,2022.0
C03609,786,17,1,2018.0
C03610,794,21,1,2015.0
C03611,701,18,0,
C03612,681,17,2,2016.0
C03613,789,19,0,
C03614,701,6,1,2015.0
C03615,687,7,2,2022.0
C03616,690,5,2,2019.0
C03617,433,14,4,2016.0
C03618,389,24,3,2020.0
C03619,674,25,1,2017.0
C03620,741,16,0,
C03621,795,2,0,
C03622,705,12,1,2015.0
C03623,745,12,0,
C03624,759,25,0,
C03625,704,13,1,2020.0
C03626,478,8,2,2018.0
C03627,731,22,1,2018.0
C03628,747,18,0,
C03629,772,19,1,2018.0
C03630,613,6,4,2020.0
C03631,518,8,2,2019.0
C03632,654,9,1,2015.0
C03633,689,7,1,2022.0
C03634,715,9,0,
C03635,729,9,0,
C03636,541,20,5,2021.0
C03637,764,11,0,
C03638,693,20,2,2022.0
C03639,775,5,1,2016.0
C03640,313,18,4,2019.0
C03641,758,19,0,
C03642,678,6,2,2024.0
C03643,447,1,4,2021.0
C03644,750,9,0,
C03645,721,17,1,2016.0
C03646,680,12,1,2019.0
C03647,501,8,5,2018.0
C03648,733,25,0,
C03649,562,19,5,2020.0
C03650,687,16,1,2021.0
C03651,376,17,3,2024.0
C03652,664,5,1,2021.0
C03653,702,18,1,2016.0
C03654,746,3,1,2016.0
C03655,785,22,1,2021.0
C03656,717,3,0,
C03657,488,16,5,2020.0
C03658,775,24,0,
C03659,752,7,1,2016.0
C03660,653,5,2,2022.0
C03661,728,6,1,2020.0
C03662,737,4,1,2015.0
C03663,591,25,4,2021.0
C03664,669,24,1,2016.0
C03665,773,6,1,2024.0
C03666,774,5,1,2024.0
C03667,515,7,3,2019.0
C03668,692,10,1,2015.0
C03669,546,21,2,2016.0
C03670,702,9,1,2024.0
C03671,692,5,2,2024.0
C03672,735,25,1,2019.0
C03673,673,22,1,2023.0
C03674,454,21,3,2023.0
C03675,659,7,2,2016.0
C03676,601,25,2,2019.0
C03677,695,7,1,2019.0
C03678,783,24,1,2023.0
C03679,658,16,2,2021.0
C03680,706,23,1,2023.0
C03681,703,18,0,
C03682,784,16,1,2016.0
C03683,770,6,1,2022.0
C03684,697,13,1,2015.0
C03685,748,7,0,
C03686,682,3,2,2022.0
C03687,756,21,1,2023.0
C03688,698,5,1,2020.0
C03689,785,16,1,2016.0
C03690,667,12,1,2017.0
C03691,742,18,0,
C03692,661,23,2,2017.0
C03693,717,23,1,2018.0
C03694,676,7,2,2015.0
C03695,655,24,2,2016.0
C03696,592,10,2,2018.0
C03697,694,21,1,2020.0
C03698,652,17,2,2015.0
C03699,732,19,0,
C03700,373,22,4,2016.0
C03701,428,5,2,2017.0
C03702,776,25,0,
C03703,440,20,5,2021.0
C03704,749,13,0,
C03705,672,24,2,2022.0
C03706,633,2,4,2016.0
C03707,692,8,1,2020.0
C03708,742,12,0,
C03709,737,21,0,
C03710,732,1,1,2019.0
C03711,669,4,2,2022.0
C03712,407,5,5,2019.0
C03713,707,21,0,
C03714,462,22,2,2022.0
C03715,736,20,1,2020.0
C03716,701,15,1,2020.0
C03717,422,23,4,2024.0
C03718,672,20,2,2022.0
C03719,661,9,2,2020.0
C03720,679,9,2,2018.0
C03721,427,12,3,2016.0
C03722,700,22,1,2020.0
C03723,716,22,1,2015.0
C03724,730,19,1,2021.0
C03725,579,5,2,2024.0
C03726,725,13,0,
C03727,696,5,2,2024.0
C03728,720,15,1,2016.0
C03729,632,2,5,2024.0
C03730,687,16,2,2020.0
C03731,743,4,1,2019.0
C03732,730,15,1,2022.0
C03733,758,2,0,
C03734,562,14,5,2018.0
C03735,692,24,2,2018.0
C03736,732,23,1,2023.0
C03737,787,10,1,2017.0
C03738,752,22,0,
C03739,437,20,4,2018.0
C03740,690,24,1,2024.0
C03741,691,6,1,2021.0
C03742,734,4,0,
C03743,747,21,0,
C03744,779,23,0,
C03745,726,22,0,
C03746,674,11,1,2019.0
C03747,772,13,0,
C03748,796,20,0,
C03749,707,23,0,
C03750,759,23,0,
C03751,661,11,1,2023.0
C03752,746,16,0,
C03753,678,17,2,2020.0
C03754,756,10,0,
C03755,765,19,1,2024.0
C03756,788,5,0,
C03757,767,11,1,2023.0
C03758,346,18,4,2021.0
C03759,702,21,1,2021.0
C03760,737,18,1,2015.0
C03761,750,9,1,2020.0
C03762,703,23,1,2021.0
C03763,736,17,1,2018.0
C03764,789,12,1,2023.0
C03765,743,23,1,2023.0
C03766,704,12,1,2016.0
C03767,679,18,2,2016.0
C03768,758,13,0,
C03769,683,6,1,2022.0
C03770,723,21,1,2023.0
C03771,735,5,0,
C03772,795,14,1,2022.0
C03773,727,10,1,2017.0
C03774,426,12,5,2020.0
C03775,338,25,2,2020.0
C03776,767,23,1,2018.0
C03777,355,12,4,2016.0
C03778,717,14,0,
C03779,789,14,1,2015.0
C03780,345,12,5,2020.0
C03781,346,22,4,2024.0
C03782,458,24,2,2019.0
C03783,784,22,1,2016.0
C03784,722,7,1,2022.0
C03785,722,5,0,
C03786,761,4,1,2016.0
C03787,791,22,1,2024.0
C03788,744,1,0,
C03789,772,17,1,2022.0
C03790,738,15,1,2021.0
C03791,697,6,2,2023.0
C03792,550,24,4,2022.0
C03793,734,13,1,2016.0
C03794,741,3,1,2018.0
C03795,754,22,1,2017.0
C03796,765,9,1,2023.0
C03797,747,4,0,
C03798,729,25,1,2016.0
C03799,423,2,2,2018.0
C03800,750,11,1,2016.0
C03801,688,16,1,2021.0
C03802,657,10,2,2019.0
C03803,692,17,2,2016.0
C03804,790,10,1,2022.0
C03805,511,6,3,2023.0
C03806,668,3,1,2023.0
C03807,778,3,0,
C03808,674,22,2,2018.0
C03809,701,21,0,
C03810,650,14,1,2021.0
C03811,739,6,0,
C03812,777,2,1,2020.0
C03813,769,23,0,
C03814,772,16,0,
C03815,784,7,1,2023.0
C03816,779,10,1,2015.0
C03817,796,10,1,2024.0
C03818,775,21,1,2024.0
C03819,792,1,0,
C03820,717,15,0,
C03821,692,13,2,2019.0
C03822,696,10,2,2023.0
C03823,790,4,1,2023.0
C03824,745,19,0,
C03825,670,4,2,2023.0
C03826,772,15,1,2017.0
C03827,733,3,0,
C03828,715,15,0,
C03829,562,8,4,2022.0
C03830,663,18,1,2018.0
C03831,312,19,2,2015.0
C03832,689,9,1,2017.0
C03833,784,8,0,
C03834,668,13,2,2019.0
C03835,760,17,1,2017.0
C03836,778,24,0,
C03837,300,5,5,2020.0
C03838,785,11,1,2022.0
C03839,771,11,1,2022.0
C03840,731,21,0,
C03841,716,14,1,2022.0
C03842,795,11,0,
C03843,523,16,5,2015.0
C03844,773,14,1,2020.0
C03845,779,9,0,
C03846,716,21,1,2022.0
C03847,673,10,1,2018.0
C03848,788,4,1,2019.0
C03849,719,23,1,2022.0
C03850,736,17,1,2023.0
C03851,669,7,1,2017.0
C03852,717,11,0,
C03853,516,25,5,2020.0
C03854,762,6,1,2016.0
C03855,783,13,1,2022.0
C03856,701,3,0,
C03857,742,7,1,2020.0
C03858,799,25,1,2019.0
C03859,721,2,0,
C03860,794,7,0,
C03861,323,15,4,2023.0
C03862,662,13,2,2022.0
C03863,752,12,0,
C03864,332,8,4,2018.0
C03865,681,18,2,2020.0
C03866,706,5,0,
C03867,669,20,2,2016.0
C03868,414,17,5,2022.0
C03869,736,3,0,
C03870,786,22,0,
C03871,709,2,0,
C03872,581,16,4,2020.0
C03873,710,17,0,
C03874,721,16,1,2019.0
C03875,761,18,1,2019.0
C03876,737,11,1,2017.0
C03877,704,23,0,
C03878,744,15,1,2021.0
C03879,759,19,1,2024.0
C03880,777,25,0,
C03881,742,15,0,
C03882,800,12,1,2021.0
C03883,756,20,1,2021.0
C03884,599,15,2,2024.0
C03885,684,18,2,2019.0
C03886,755,13,0,
C03887,409,17,4,2015.0
C03888,629,23,4,2017.0
C03889,745,19,0,
C03890,686,15,2,2016.0
C03891,740,7,0,
C03892,402,25,2,2016.0
C03893,791,18,1,2015.0
C03894,776,5,1,2020.0
C03895,755,21,0,
C03896,711,21,1,2020.0
C03897,792,17,0,
C03898,760,24,0,
C03899,739,6,0,
C03900,705,14,1,2020.0
C03901,676,23,2,2022.0
C03902,740,18,1,2022.0
C03903,788,16,0,
C03904,687,4,1,2015.0
C03905,752,17,1,2018.0
C03906,667,24,1,2016.0
C03907,694,10,1,2024.0
C03908,726,12,0,
C03909,582,8,3,2024.0
C03910,755,16,0,
C03911,661,23,2,2015.0
C03912,723,9,0,
C03913,683,4,2,2016.0
C03914,555,11,4,2021.0
C03915,770,19,0,
C03916,678,11,1,2018.0
C03917,771,6,1,2020.0
C03918,773,2,0,
C03919,796,24,1,2023.0
C03920,717,12,1,2022.0
C03921,782,22,0,
C03922,750,8,1,2018.0
C03923,790,3,1,2023.0
C03924,752,8,0,
C03925,702,5,1,2020.0
C03926,663,7,2,2017.0
C03927,684,10,2,2024.0
C03928,736,12,1,2019.0
C03929,740,22,1,2024.0
C03930,697,20,1,2015.0
C03931,764,5,0,
C03932,667,10,1,2015.0
C03933,518,9,3,2018.0
C03934,771,24,0,
C03935,731,12,0,
C03936,760,10,1,2016.0
C03937,771,17,1,2024.0
C03938,443,13,2,2024.0
C03939,685,1,1,2018.0
C03940,780,20,0,
C03941,743,6,1,2022.0
C03942,783,10,1,2019.0
C03943,770,1,0,
C03944,781,14,1,2016.0
C03945,701,6,0,
C03946,767,2,1,2020.0
C03947,366,9,2,2020.0
C03948,791,18,1,2024.0
C03949,718,13,1,2018.0
C03950,793,17,0,
C03951,797,17,0,
C03952,428,23,4,2017.0
C03953,669,23,1,2016.0
C03954,385,1,2,2019.0
C03955,665,7,1,2015.0
C03956,755,5,0,
C03957,687,15,1,2017.0
C03958,708,23,0,
C03959,795,16,0,
C03960,785,18,1,2020.0
C03961,689,20,1,2016.0
C03962,628,19,3,2019.0
C03963,799,11,0,
C03964,775,5,0,
C03965,772,24,0,
C03966,722,11,0,
C03967,765,1,0,
C03968,683,9,1,2020.0
C03969,509,12,4,2024.0
C03970,650,4,1,2020.0
C03971,691,10,2,2015.0
C03972,776,7,0,
C03973,741,17,1,2023.0
C03974,696,16,1,2023.0
C03975,614,9,4,2021.0
C03976,734,9,0,
C03977,746,17,0,
C03978,711,21,0,
C03979,732,15,0,
C03980,699,14,2,2022.0
C03981,661,25,2,2019.0
C03982,794,3,1,2016.0
C03983,733,25,0,
C03984,662,24,1,2020.0
C03985,692,8,1,2016.0
C03986,658,12,1,2016.0
C03987,692,17,1,2020.0
C03988,778,16,0,
C03989,715,19,0,
C03990,792,16,0,
C03991,691,25,2,2015.0
C03992,688,13,1,2018.0
C03993,795,10,1,2019.0
C03994,720,23,0,
C03995,727,5,0,
C03996,790,11,1,2016.0
C03997,663,4,2,2019.0
C03998,680,23,2,2022.0
C03999,760,4,0,
C04000,724,9,1,2019.0
C04001,738,8,0,
C04002,724,12,1,2019.0
C04003,715,16,0,
C04004,765,1,1,2021.0
C04005,687,5,2,2023.0
C04006,778,10,0,
C04007,750,1,0,
C04008,747,19,1,2023.0
C04009,779,13,0,
C04010,775,6,0,
C04011,669,12,1,2016.0
C04012,663,12,1,2017.0
C04013,756,20,0,
C04014,702,1,1,2015.0
C04015,680,6,2,2020.0
C04016,729,21,1,2021.0
C04017,676,9,2,2019.0
C04018,654,21,1,2021.0
C04019,747,5,0,
C04020,694,6,2,2021.0
C04021,751,12,0,
C04022,688,3,1,2021.0
C04023,770,14,0,
C04024,789,10,1,2018.0
C04025,722,13,0,
C04026,725,6,0,
C04027,792,22,0,
C04028,773,24,0,
C04029,328,23,3,2022.0
C04030,656,17,1,2023.0
C04031,651,22,1,2019.0
C04032,767,24,1,2020.0
C04033,732,8,1,2019.0
C04034,789,3,0,
C04035,327,5,2,2023.0
C04036,664,21,2,2018.0
C04037,517,8,3,2020.0
C04038,695,22,2,2019.0
C04039,697,11,2,2024.0
C04040,702,10,1,2018.0
C04041,614,14,4,2018.0
C04042,744,1,1,2020.0
C04043,672,11,2,2020.0
C04044,642,1,5,2015.0
C04045,686,23,2,2022.0
C04046,670,4,1,2016.0
C04047,634,23,3,2022.0
C04048,733,11,0,
C04049,746,18,0,
C04050,795,7,1,2017.0
C04051,535,1,4,2019.0
C04052,692,24,1,2024.0
C04053,789,11,1,2022.0
C04054,773,3,1,2017.0
C04055,672,23,2,2023.0
C04056,739,3,0,
C04057,695,6,2,2016.0
C04058,715,11,1,2019.0
C04059,536,16,4,2022.0
C04060,794,7,1,2024.0
C04061,800,21,0,
C04062,744,5,1,2024.0
C04063,773,7,1,2019.0
C04064,760,10,0,
C04065,731,12,1,2015.0
C04066,691,25,1,2019.0
C04067,748,11,1,2016.0
C04068,750,20,0,
C04069,688,9,2,2021.0
C04070,706,1,1,2021.0
C04071,705,4,1,2022.0
C04072,704,24,0,
C04073,797,20,1,2016.0
C04074,651,25,2,2015.0
C04075,340,8,2,2015.0
C04076,776,21,1,2019.0
C04077,661,13,2,2019.0
C04078,711,11,0,
C04079,781,4,0,
C04080,730,8,0,
C04081,685,8,2,2022.0
C04082,570,9,2,2021.0
C04083,692,24,2,2016.0
C04084,721,23,0,
C04085,743,9,1,2015.0
C04086,695,1,2,2015.0
C04087,696,12,1,2021.0
C04088,718,11,1,2020.0
C04089,671,1,2,2016.0
C04090,791,23,0,
C04091,734,7,0,
C04092,706,8,0,
C04093,688,24,1,2023.0
C04094,425,8,3,2016.0
C04095,656,7,1,2015.0
C04096,690,7,2,2024.0
C04097,724,11,0,
C04098,697,5,1,2021.0
C04099,765,22,0,
C04100,704,2,1,2020.0
C04101,711,23,0,
C04102,781,2,1,2024.0
C04103,740,9,1,2019.0
C04104,724,15,0,
C04105,678,21,2,2016.0
C04106,677,17,2,2019.0
C04107,743,14,1,2016.0
C04108,710,23,0,
C04109,653,9,1,2023.0
C04110,624,19,4,2023.0
C04111,786,16,1,2021.0
C04112,719,25,1,2021.0
C04113,736,12,1,2017.0
C04114,677,2,1,2022.0
C04115,432,9,5,2019.0
C04116,745,25,0,
C04117,781,3,1,2016.0
C04118,726,8,1,2017.0
C04119,787,4,1,2022.0
C04120,739,16,1,2015.0
C04121,675,8,1,2022.0
C04122,671,21,1,2023.0
C04123,401,15,5,2021.0
C04124,793,20,0,
C04125,719,17,1,2018.0
C04126,689,12,1,2023.0
C04127,799,15,0,
C04128,664,2,1,2021.0
C04129,792,11,0,
C04130,765,24,1,2019.0
C04131,782,14,1,2016.0
C04132,739,6,0,
C04133,700,16,1,2020.0
C04134,650,15,2,2017.0
C04135,763,9,0,
C04136,775,3,1,2023.0
C04137,773,16,1,2023.0
C04138,670,15,2,2018.0
C04139,768,21,0,
C04140,611,23,2,2021.0
C04141,414,11,5,2016.0
C04142,676,1,2,2015.0
C04143,775,14,1,2022.0
C04144,336,12,3,2017.0
C04145,765,24,0,
C04146,799,15,0,
C04147,776,5,0,
C04148,777,25,0,
C04149,758,20,1,2015.0
C04150,683,3,2,2022.0
C04151,712,14,0,
C04152,789,6,1,2018.0
C04153,743,18,0,
C04154,786,25,1,2018.0
C04155,397,9,3,2023.0
C04156,490,9,4,2015.0
C04157,657,13,1,2019.0
C04158,785,9,0,
C04159,737,11,1,2018.0
C04160,684,1,2,2021.0
C04161,717,21,0,
C04162,661,21,1,2021.0
C04163,715,3,1,2024.0
C04164,747,10,1,2019.0
C04165,710,19,0,
C04166,730,3,0,
C04167,687,6,2,2015.0
C04168,680,20,2,2016.0
C04169,748,15,1,2024.0
C04170,769,14,1,2022.0
C04171,737,18,0,
C04172,759,16,1,2017.0
C04173,781,19,1,2019.0
C04174,338,22,5,2017.0
C04175,724,21,0,
C04176,750,25,0,
C04177,701,9,0,
C04178,789,12,1,2023.0
C04179,799,22,1,2024.0
C04180,696,11,1,2019.0
C04181,795,16,1,2016.0
C04182,743,15,0,
C04183,784,18,1,2020.0
C04184,701,12,0,
C04185,741,4,1,2017.0
C04186,737,4,0,
C04187,682,13,2,2022.0
C04188,404,16,2,2024.0
C04189,718,17,1,2017.0
C04190,679,4,2,2017.0
C04191,800,7,0,
C04192,746,9,0,
C04193,706,17,1,2015.0
C04194,800,22,1,2016.0
C04195,499,15,4,2019.0
C04196,657,20,2,2024.0
C04197,664,3,2,2018.0
C04198,715,14,0,
C04199,692,4,2,2023.0
C04200,711,6,1,2021.0
C04201,727,16,1,2024.0
C04202,748,7,0,
C04203,663,23,1,2024.0
C04204,738,12,1,2023.0
C04205,671,3,1,2021.0
C04206,791,1,1,2022.0
C04207,667,4,2,2018.0
C04208,686,20,1,2022.0
C04209,772,24,1,2015.0
C04210,725,17,0,
C04211,671,13,1,2015.0
C04212,699,12,2,2021.0
C04213,793,14,1,2023.0
C04214,351,25,3,2019.0
C04215,690,17,1,2021.0
C04216,754,2,0,
C04217,772,21,1,2016.0
C04218,665,25,2,2022.0
C04219,720,2,0,
C04220,696,2,1,2023.0
C04221,744,20,0,
C04222,721,5,1,2017.0
C04223,748,3,1,2023.0
C04224,771,24,1,2024.0
C04225,784,1,1,2023.0
C04226,761,11,0,
C04227,761,25,1,2021.0
C04228,761,12,1,2016.0
C04229,741,8,0,
C04230,742,18,0,
C04231,659,18,1,2018.0
C04232,781,4,1,2017.0
C04233,694,17,1,2016.0
C04234,789,2,1,2015.0
C04235,720,7,1,2018.0
C04236,773,1,1,2020.0
C04237,672,4,1,2023.0
C04238,784,13,1,2017.0
C04239,683,1,1,2024.0
C04240,755,25,0,
C04241,357,12,4,2018.0
C04242,727,3,1,2018.0
C04243,527,1,5,2015.0
C04244,650,16,1,2023.0
C04245,665,19,2,2020.0
C04246,697,6,1,2017.0
C04247,733,17,0,
C04248,406,11,4,2020.0
C04249,709,17,1,2022.0
C04250,780,25,0,
C04251,702,19,1,2017.0
C04252,692,2,1,2023.0
C04253,726,15,1,2022.0
C04254,688,22,2,2024.0
C04255,720,20,0,
C04256,682,18,1,2022.0
C04257,682,19,1,2018.0
C04258,444,10,3,2017.0
C04259,673,12,1,2018.0
C04260,690,20,2,2021.0
C04261,747,7,0,
C04262,681,1,2,2015.0
C04263,444,13,5,2024.0
C04264,667,24,2,2018.0
C04265,725,8,0,
C04266,747,4,1,2017.0
C04267,799,11,1,2024.0
C04268,795,6,1,2018.0
C04269,772,7,1,2020.0
C04270,764,24,1,2018.0
C04271,668,1,1,2024.0
C04272,690,18,1,2018.0
C04273,797,16,1,2019.0
C04274,697,3,1,2023.0
C04275,516,23,3,2017.0
C04276,779,12,1,2023.0
C04277,560,15,4,2022.0
C04278,755,2,0,
C04279,559,20,2,2020.0
C04280,795,23,0,
C04281,705,25,0,
C04282,735,20,1,2020.0
C04283,726,22,1,2019.0
C04284,774,8,0,
C04285,734,18,0,
C04286,712,23,1,2018.0
C04287,673,22,1,2019.0
C04288,720,5,1,2018.0
C04289,723,11,1,2016.0
C04290,742,4,1,2017.0
C04291,759,12,1,2017.0
C04292,712,7,0,
C04293,322,1,2,2015.0
C04294,402,16,4,2020.0
C04295,663,24,1,2023.0
C04296,693,6,1,2018.0
C04297,683,5,1,2024.0
C04298,346,5,2,2023.0
C04299,689,12,2,2020.0
C04300,719,2,0,
C04301,684,8,2,2018.0
C04302,678,12,1,2019.0
C04303,674,24,2,2022.0
C04304,684,16,1,2019.0
C04305,604,4,2,2019.0
C04306,718,23,1,2016.0
C04307,696,25,1,2022.0
C04308,737,2,0,
C04309,553,19,3,2024.0
C04310,304,8,2,2024.0
C04311,761,4,0,
C04312,790,18,1,2019.0
C04313,747,25,1,2024.0
C04314,726,14,0,
C04315,600,21,2,2020.0
C04316,662,13,2,2016.0
C04317,708,19,0,
C04318,634,11,3,2020.0
C04319,797,2,0,
C04320,560,5,4,2021.0
C04321,800,14,1,2018.0
C04322,669,17,2,2019.0
C04323,760,8,0,
C04324,756,4,1,2022.0
C04325,766,4,1,2015.0
C04326,676,25,2,2020.0
C04327,371,3,4,2019.0
C04328,800,17,1,2017.0
C04329,776,3,1,2020.0
C04330,778,3,1,2023.0
C04331,748,5,1,2015.0
C04332,748,12,0,
C04333,689,4,2,2018.0
C04334,668,12,1,2021.0
C04335,685,4,2,2019.0
C04336,611,2,2,2019.0
